lemma	wordform	tags	checked
mănšəti	mănšəλijət	V;PRS;PASS;ARGNO3;ARGNOP	FALSE
mansijsk	mansijskən	LOC	FALSE
mănti	măntan	V;PRS;INFER;ARGNO};ARGNOD	FALSE
man	mantanan	V.PTCP;PRS;ARGNO3;ARGNOD;LOC	FALSE
mănti	măntaw	V;PRS;INFER;ARGNO1;ARGNOP	FALSE
man	mantaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
măn	măntaλ	V.PTCP;PRS;ARGNO3;ARGNOP	FALSE
mănti	măntaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
	măntaλən		FALSE
mănti	măntaλn	V;PRS;INFER;ARGNO3;ARGNOS;LOC	FALSE
	mănten		FALSE
măn	măntew	V.PTCP;PRS;ARGNO1;ARGNOP	FALSE
măn	mănteλ	V.PTCP;PRS;ARGNO3;ARGNOP	FALSE
man	mantət	V;PRS;ARGNO3;ARGNOP	FALSE
man	mantɛm	V.PTCP;PRS;ARGNO1;ARGNOS	FALSE
mănti	măntɛm	V.PTCP;PRS;ARGNO1;ARGNOS	FALSE
măn	măntɛmən	V.PTCP;PRS;ARGNO1;ARGNOS;LOC	FALSE
manti	manti	V.PTCP;PRS	FALSE
man	manti	V.PTCP;PRS	FALSE
manətti	manti	PRO;NOM;SG	FALSE
mănti	mănti	V.PTCP;PRS	TRUE
măn	mănti	PRO;ACC;SG	FALSE
măn	mănti	V.PTCP;PRS	FALSE
	mǎnti		FALSE
măn	măntija	V.PTCP;PRS;DAT	FALSE
mănti	mănλ	V;ARGNO3;ARGNOP	FALSE
mănti	mănλ	V;PRS;ARGNO3;ARGNOS	FALSE
man	manλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
	mănλa		FALSE
manλ	manλaλəw	V;PRS;ARGNO1;ARGNOP	FALSE
mănti	mănλew	V;PRS;ARGNO1;ARGNOP	FALSE
mănti	mănλew	V;PRS;ARGNO1;ARGNOP;ARGACS	FALSE
mănti	mănλǝλəw	V;ARGNO1;ARGNOP;ARGAC{D/P};ARGNO3;ARGNOP	FALSE
mănti	mănλǝλəw	V;PRS;ARGNO1;ARGNOP	FALSE
man	manλəm	V;PRS;ARGNO1;ARGNOS	FALSE
mănti	mănλəm	V;PRS;ARGNO1;ARGNOS	FALSE
manti	manλəman	V;PRS;ARGNO1;ARGNOD	FALSE
man	manλəmən	V;PRS;ARGNO1;ARGNOD	FALSE
	mănλəmən		FALSE
mănti	mănλəmən	V;PRS;ARGNO1;ARGNOD	FALSE
man	manλən	V;PRS;ARGNO2;ARGNOS	FALSE
mănti	mănλən	V;PRS;ARGNO2;ARGNOS	FALSE
mănti	mănλən-mănλən	V;PRS;ARGNO2;ARGNOS;V;PRS;ARGNO2;ARGNOS	FALSE
mănti	mănλəŋən	V;PRS;ARGNO3;ARGNOD	FALSE
man	manλət	V;PRS;ARGNO3;ARGNOP	FALSE
mănti	mănλət	V;PL;ARGNO3;ARGNOP	FALSE
mănti	mănλət	V;PRS;ARGNO3;ARGNOP	FALSE
mănti	mănλətən	V;PRS;ARGNO2;ARGNOD	FALSE
mănti	mănλəti	V;PRS;ARGNO2;ARGNOP	FALSE
man	manλəw	V;PRS;ARGNO1;ARGNOP	FALSE
mănti	mănλəw	V;PRS;ARGNO1;ARGNOP	FALSE
mănti	mănλəλəw	V;PRS;ARGNO1;ARGNOP;ARGAC{D/P}	FALSE
mănti	mănλum	V;PRS;ARGNO1;ARGNOS	FALSE
mănti	mănλʉw	V;PRS;ARGNO1;ARGNOP	FALSE
mar	mar	ADV	FALSE
mar	mar	N;NOM;SG	FALSE
măr	măr	ADP	FALSE
măr	măr	N;NOM;SG	FALSE
măr	măra	ADP;DAT	FALSE
mărat	măratəmən	V.PTCP;PST;LOC	FALSE
măratti	măratəs	V;PST;ARGNO3;ARGNOS	FALSE
măr	mărewn	ADP;ARGNO1;ARGNOP;LOC	FALSE
mar	mareλən	N;PSS3S;LOC;SG	FALSE
mărək	mărək	N;NOM;SG	FALSE
marək	marəka	N;DAT;SG	FALSE
mar	marən	N;LOC;SG	FALSE
măr	mărən	ADP;LOC	FALSE
măr	mărən	N;LOC;SG	FALSE
măr	mărənən	N;PSS{2/3}D;LOC;SG	FALSE
mărəŋ	mărəŋ	ADJ	FALSE
mărətti	mărətəs	V;PST;ARGNO3;ARGNOS	FALSE
măr	mărəλən	ADP;PSS3S;LOC	FALSE
mar	marɛmən	ADP;ARGNO1;ARGNOS;LOC	FALSE
mar	marɛmən	N;PSS1S;LOC;SG	FALSE
măr	mărɛmən	ADP;ARGNO1;ARGNOS;LOC	FALSE
marɛmə	marɛməten	V.PTCP;PRS;ARGNO2;ARGNOS	FALSE
mărɛməti	mărɛməλijŋən	V;ARGNO3;ARGNOD	FALSE
mărɛm	mărɛmijλ	V;PRS;ARGNO3;ARGNOS	FALSE
	mărɛmn		FALSE
marija	marija	N;NOM;SG	FALSE
marja	marja	N;NOM;SG	FALSE
	mărŋəλtijəλλən		FALSE
mărš	măršəp	ADJ	FALSE
mărt	mărtəs	V;PST;ARGNO3;ARGNOS	FALSE
măti	măs	V;PST;ARGNO3;ARGNOS	FALSE
măti	măsəm	V;PST;ARGNO1;ARGNOS	FALSE
măti	măsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
măti	măsijəm	V;PST;PASS;ARGNO1;ARGNOS	FALSE
măti	măsijəwa	V;PST;PASS;ARGNO1;ARGNOP;PASS	FALSE
măšja	măšja	ADJ	FALSE
măšja	măšjaja	ADJ;DAT	FALSE
maskwa	maskwa	N;NOM;SG	FALSE
măti	măsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
măti	măsλən	V;PST;ARGNO{2/3};ARGNOD;ARGAC{D/P}	FALSE
mata	mata	PRO;NOM;SG	FALSE
măta	măta	PRO;NOM;SG	FALSE
măta	mătajət	PRO;PL;NOM	FALSE
matajəλ	matajəλ	ADV	FALSE
ma	matɛm	V;PRS;ARGNO1;ARGNOS	FALSE
mă	măti	V.PTCP;PRS	FALSE
mătta	mătta	PRO;NOM;SG	FALSE
matte	matte	PART	FALSE
mătte	mătte		FALSE
mătte	mătte	ADV	FALSE
mătte	mătte	CONJ	FALSE
mătt	măttən	PRO;LOC;SG	FALSE
mătti	mătti	PART	FALSE
mătti	mătti	PRO;NOM;SG	FALSE
mătti	măttijən	PRO;LOC;SG	FALSE
mattirən	mattirən	ADV	FALSE
măttirən	măttirən	ADV	FALSE
măttirən	măttirən	PART	FALSE
mattirən	mattirn	ADV	FALSE
măttirn	măttirn	PART	FALSE
maw	mawəŋ	ADJ	FALSE
măw	măwəŋ	ADJ	FALSE
măti	măλ	V;PRS;ARGNO3;ARGNOS	FALSE
măλ	măλ	ADJ	FALSE
maλatti	maλattija	N;DAT;SG	FALSE
măti	măλen	V;PRS;ARGNO2;ARGNOS;ARGACS	FALSE
măti	măλew	V;PRS;ARGNO1;ARGNOP;ARGACS	FALSE
măti	măλəm	V;PRS;ARGNO1;ARGNOS	FALSE
măti	măλən	V;PRS;ARGNO2;ARGNOS	FALSE
măti	măλɛm	V;PRS;ARGNO1;ARGNOS;ARGACS	FALSE
măti	măλi	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
măti	măλʉw	V;PRS;ARGNO1;ARGNOP	FALSE
măti	măλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	FALSE
mă	măλλən		FALSE
	meń		FALSE
meń	meń	N;NOM;SG	FALSE
meń	meńəλ	N;PSS3S;NOM;SG	FALSE
meń	meńəλa	N;PSS3S;DAT;SG	FALSE
meń	meńəλən	N;PSS3S;LOC;SG	FALSE
	meŋk		FALSE
	meŋkŋən		FALSE
	meŋkλaλ		FALSE
mes	mesən	N;LOC;SG	FALSE
mesta	mesta	N;NOM;SG	FALSE
mesta	mestajen	N;PSS2S;NOM;SG	FALSE
met	met	ADV	FALSE
mewəλ	mewəλən	N;LOC;SG	FALSE
mewti	mewtəs	V;PST;ARGNO3;ARGNOS	FALSE
mewλ	mewλen	N;PSS2S;NOM;SG	FALSE
mewλ	mewλəλ	N;PSS3S;NOM;SG	FALSE
mewλ	mewλəλa	N;PSS3S;DAT;SG	FALSE
mewλ	mewλəλən	N;PSS3S;LOC;SG	FALSE
mɛlək	mɛlək	ADJ	FALSE
mɛń nɛ	mɛń ńe	N;NOM;SG	FALSE
mɛń nɛ	mɛń ńeŋən	N;PSS2S;NOM;SG	FALSE
mɛń nɛ	mɛń ńɛŋəλ	N;PSS3S;NOM;SG	FALSE
mɛn	mɛnəmmaλ	V;PST;INFER;ARGNO3;ARGNOS	FALSE
	mɛnɛməmaλ		FALSE
mɛnɛmti	mɛnɛməsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mɛnɛməti	mɛnɛməsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
mɛnm	mɛnmantəs	V;PST;ARGNO3;ARGNOS	FALSE
mɛnλ	mɛnλaλət	V;PASS;PL;ARGNO3;ARGNOP	FALSE
mɛŋk	mɛŋk	N;NOM;SG	FALSE
	mɛŋk		FALSE
mɛŋk iki	mɛŋk ikeλ	N;PSS3S;NOM;SG	FALSE
mɛŋk iki	mɛŋk iki	N;NOM;SG	FALSE
mɛŋk	mɛŋkəλ	N;PSS3S;NOM;SG	FALSE
mɛšəm	mɛšəmsəλλe	V;PST;ARGNO3;ARGNOS	FALSE
mɛsta	mɛsta	N;NOM;SG	FALSE
mɛsta	mɛstajən	N;LOC;SG	FALSE
mɛsta	mɛstajəλa	N;PSS3S;DAT;SG	FALSE
mɛsta	mɛstaλaλ	N;PL;PSS3S;NOM	FALSE
mɛstə	mɛstəjewən	N;PSS1P;LOC;SG	FALSE
mɛt	mɛt	PART	FALSE
mɛt	mɛt	ADV	FALSE
mɛt	mɛt	PART	FALSE
mɛt jɵχət	mɛt jɵχət	ADV	FALSE
mɛt šʉpəŋ	mɛt šʉpəŋ	ADV	FALSE
mɛta	mɛta	PART	FALSE
mɛtra	mɛtra	N;NOM;SG	FALSE
mɛtš	mɛtšaλi	V;IMP;ARGNOS;ARGAC{D/P};ARGNO3;ARGNOS	FALSE
mɛt	mɛtsən	V;PST;ARGNO2;ARGNOS	FALSE
mɛtšəti	mɛtšəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mɛtšəti	mɛtšəste	V;PST;PL;PSS3S;ARGNO3;ARGNOS	FALSE
mɛtšəti	mɛtšəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
mɛwəλ	mɛwəλ	N;NOM;SG	FALSE
mɛwəλ	mɛwəλən	N;LOC;SG	FALSE
mij	mija	V;ARGNO3;ARGNOS	FALSE
mij	mija	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
mij	mijaλən		FALSE
mij	mije	V;IMP;ARGNOS;ARGACS;ARGNO3;ARGNOS	FALSE
mij	mijəm	V.PTCP;PST	FALSE
	mijət		FALSE
mijλˊ	mijλˊəλijλət	V;PRS;ARGNO3;ARGNOP	FALSE
mij	mijλˊijəλŋən	V;ARGNO3;ARGNOS;DU	FALSE
mijλˊ	mijλˊsət	V;PST;ARGNO3;ARGNOP	FALSE
mij	mijλe	V;IMP;ARGNOS;ARGACS;ARGNO3;ARGNOS	FALSE
mil	mil	N;NOM;SG	FALSE
mil	mila	N;DAT;SG	FALSE
mil	miləp	ADJ	FALSE
mil	miləλ	N;PSS3S;NOM;SG	FALSE
milliun	milliun	NUM	FALSE
mil	miln	N;LOC;SG	FALSE
min	min	PRO;NOM;SG	FALSE
minama	minama	PRO;NOM;SG	FALSE
min	minətti	PRO;ACC;ACC;SG	FALSE
min	minətti	PRO;ACC;SG	FALSE
minɛmən	minɛmən		FALSE
min	minɛməna	PRO;DAT;SG	FALSE
minɛməna	minɛməna		FALSE
mir	mir	N;NOM;SG	FALSE
mir	miren	N;PSS2S;NOM;SG	FALSE
mir	mirew	N;PSS1P;NOM;SG	FALSE
mir	mirən	N;LOC;SG	FALSE
mir	mirəta	N;PL;DAT	FALSE
mir	mirəλ	N;PSS3S;NOM;SG	FALSE
	mirəλa		FALSE
mir	mirəλən	N;PL;LOC	FALSE
mir	mirλaλ	N;PL;PSS3P;NOM	FALSE
mirχot	mirχota	N;DAT;SG	FALSE
mis	mis	N;NOM;SG	FALSE
miš nɛ	miš nɛ	N;NOM;SG	FALSE
mis	misəŋ	ADJ	FALSE
mis	misλaλ	N;PL;PSS3S;NOM	FALSE
mit	mit	N;NOM;SG	FALSE
mitaλəti	mitaλəs	V;PST;ARGNO3;ARGNOS	FALSE
mitjoχ	mitjoχ	N;NOM;SG	FALSE
mitjoχ	mitjoχət	N;PL;NOM	FALSE
mitjoχ	mitjoχλaλ	N;PL;PSS3S;NOM	FALSE
mitjoχ	mitjoχλaλən	N;PL;PSS3S;LOC	FALSE
mitra	mitra	N;NOM;SG	FALSE
mitra	mitrajən	N;LOC;SG	FALSE
mitra	mitrajəŋ	ADJ	FALSE
mitwuχ	mitwuχ	N;NOM;SG	FALSE
mitχɵ	mitχɵ	N;NOM;SG	FALSE
mitχɵ	mitχɵja	N;DAT;SG	FALSE
mitχɵ	mitχɵjəλ	N;PSS3S;NOM;SG	FALSE
mitχɵ	mitχɵjɛm	N;PSS1S;NOM;SG	FALSE
mitχɵ	mitχɵjλ	N;PSS3S;NOM;SG	FALSE
mitχɵ	mitχɵjλa	N;PSS3S;DAT;SG	FALSE
miλˊij	miλˊijλət	V;PRS;ARGNO3;ARGNOP	FALSE
	mmm		FALSE
moj	moj	N;NOM;SG	FALSE
moj	moja	N;DAT;SG	FALSE
moj	mojəŋ	ADJ	FALSE
moj	mojəŋ	ADJ;ADJ	FALSE
moj	mojəŋa	ADJ;DAT	FALSE
	mojiλa		FALSE
mojpər	mojpər	N;NOM;SG	FALSE
mojpər	mojpərən	N;LOC;SG	FALSE
	mojλaλ		FALSE
	mojλaλət		FALSE
	mojλəpsətən		FALSE
	mojλəpsijət		FALSE
mojλəti	mojλəsət	V;PST;ARGNO3;ARGNOP	FALSE
mojλəti	mojλəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mojλəti	mojλəsijəm	V;PST;PASS;ARGNO1;ARGNOS	FALSE
mojλəti	mojλəsijmən	V;PST;PASS;ARGNO1;ARGNOD	FALSE
mojλəti	mojλəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
	mojλəti		FALSE
mojλə	mojλəti	V.PTCP;PRS	FALSE
	mojλəλ		FALSE
	mojλəλəw		FALSE
mojλəti	mojλəλɛm	V;PRS;ARGNO1;ARGNOS;ARGACS	FALSE
mojλəti	mojλəλijəm	V;PRS;PASS;ARGNO1;ARGNOS	FALSE
	mojλəλλe		FALSE
	mojλupsi		FALSE
	mojλupsijət		FALSE
moldanow	moldanow	N;NOM;SG	FALSE
	moləpśəŋ		FALSE
moləpśi	moləpśi	N;NOM;SG	FALSE
moləpśi	moləpśiλaλ	N;PL;PSS3S;NOM	FALSE
molśe	molśen	N;PSS2S;NOM;SG	FALSE
molśɛ	molśɛm	N;PSS1S;NOM;SG	FALSE
molśi	molśi	N;NOM;SG	FALSE
mońś	mońś	N;NOM;SG	FALSE
mońśti	mońśa	V;ARGNO3;ARGNOS	FALSE
mońś	mońśem	N;PSS1S;NOM;SG	FALSE
mońś	mońśen	N;PSS2S;NOM;SG	FALSE
mońśti	mońśəs	V;PST;ARGNO3;ARGNOS	FALSE
mońś	mońśət	N;PL;NOM	FALSE
mońśti	mońśəλ	V;PRS;ARGNO3;ARGNOS	FALSE
mońś	mońśi	V.PTCP;PRS	FALSE
mońśi	mońśi	V;ARGNO3;ARGNOS	FALSE
mońśti	mońśλaλ	V;ARGNO3;ARGNOS;ARGNO3;ARGNOP	FALSE
moń	mońλajəm	V;PRS;PASS;ARGNO1;ARGNOS	FALSE
moń	mońλaλ	V;PRS;ARGNO3;ARGNOP;ARGAC{D/P}	FALSE
morti	morti	ADJ	FALSE
moś	moś	N;NOM;SG	FALSE
moseŋ	moseŋ		FALSE
mosəŋ	mosəŋ	ADV	FALSE
mosəŋ	mosəŋ	PART	FALSE
mosti	mosəs	V;PST;ARGNO3;ARGNOS	FALSE
mosti	mosəλ	V;ARGNO3;ARGNOS	FALSE
mosti	mosəλ	V;PRS;ARGNO3;ARGNOS	FALSE
mosəλt	mosəλtəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
ewəmλ	mosəλtijəs-ewəmλijəs	V;PST;V;PST;ARGNO3;ARGNOS	FALSE
mosəλtiλ	mosəλtiλəs	V;PST;ARGNO3;ARGNOS	FALSE
mośi	mośi	V;ARGNO3;ARGNOS	FALSE
mos	mosman	V.CVB	FALSE
n	mośn	N;NOM;SG	FALSE
mosŋ	mosŋ	ADV	FALSE
mos	mosti	V.PTCP;PRS	FALSE
mosti	mosλ	V;PRS;ARGNO3;ARGNOS	FALSE
mosti	mosλajən	V;DAT;LOC;ARGNO3;ARGNOP	FALSE
moś	mośλan	N;PL;PSS2S;NOM	FALSE
moś	mośλaλ	N;PL;PSS3S;NOM	FALSE
mosti	mosλəm	V;PRS;ARGNO1;ARGNOS	FALSE
moś	mośλəm	V;PRS;ARGNO1;ARGNOS	FALSE
	možno		FALSE
mɵnti	mɵnti	ADV	FALSE
mɵŋχti	mɵŋχəsəλλe	V;PST;ARGNO3;ARGNOS	FALSE
mɵŋχ	mɵŋχətən	N;PL;LOC	FALSE
mɵŋχs	mɵŋχsəλ	V;PRS;ARGNO3;ARGNOS	FALSE
mɵrə	mɵrəmaλ	V;PST;INFER;ARGNO3;ARGNOS	FALSE
mɵrəχ	mɵrəχ	N;NOM;SG	FALSE
mɵrəχ	mɵrəχλaλ	N;PL;PSS3S;NOM	FALSE
mɵrɛməti	mɵrɛməs	V;PST;ARGNO3;ARGNOS	FALSE
mɵrɛməti	mɵrɛməλ	V;PRS;ARGNO3;ARGNOS	FALSE
mɵš	mɵš	N;NOM;SG	FALSE
mɵš	mɵša	N;DAT;SG	FALSE
mɵš	mɵšəm	N;PSS1S;NOM;SG	FALSE
mɵš	mɵšən	N;LOC;SG	FALSE
mɵš	mɵšəŋ	ADJ;ADJ	FALSE
mɵšəŋ	mɵšəŋ	ADJ	FALSE
mɵš	mɵšəŋa	ADJ;ADJ;DAT	FALSE
mɵstə	mɵstəm	V.PTCP;PST	FALSE
mɵstə	mɵstəti	V.PTCP;PRS	FALSE
	mɵstəλ		FALSE
mɵst	mɵstλət	V;PRS;ARGNO3;ARGNOP	FALSE
mɵš	mɵšλəm	V;PRS;ARGNO1;ARGNOS	FALSE
muj	muj	CONJ	FALSE
muj	muj	PRO;NOM;SG	FALSE
muj arat	muj arat		FALSE
muj arat	muj arat	PRO;NOM;SG	FALSE
muj pa	muj pa	CONJ	FALSE
muj	muja	PRO;DAT;SG	FALSE
muja	muja	ADV	FALSE
muj	mujen		FALSE
muj	mujen	PRO;ARGNO2;ARGNOS;NOM;SG	FALSE
muj	mujetən	PRO;PL;LOC	FALSE
	mujew		FALSE
muj	mujeλ	PRO;ARGNO3;ARGNOP;NOM;SG	FALSE
muj	mujən	PRO;LOC;SG	FALSE
muj	mujət	PRO;PL;NOM	FALSE
mujəλən	mujəλən	PRO;NOM;SG	FALSE
mujkɛm	mujkɛm	ADV	FALSE
muj	mujkɛm	PRO;NOM;SG	FALSE
muj	mujn	PRO;LOC;SG	FALSE
mujn	mujn	PRO;NOM;SG	FALSE
mujsər	mujsər	PRO;NOM;SG	FALSE
muj	mujλan	PRO;PL;ARGNO2;ARGNOS;NOM	FALSE
muj	mujλaλən	PRO;PL;PSS3S;LOC	FALSE
muj	mujλaλn	PRO;PL;PSS3S;LOC	FALSE
munšam	munšaməsəŋən	V;PST;ARGNO3;ARGNOD	FALSE
muntəλ	muntəλməs	V;PST;ARGNO3;ARGNOS	FALSE
muntəλ	muntəλməsŋən	V;PST;ARGNO3;ARGNOD	FALSE
muŋ	muŋ	PRO;NOM;SG	FALSE
mʉŋ	muŋti	PRO;ACC;SG	FALSE
mur	mur	ADJ	FALSE
murt	murt	ADJ	FALSE
murt	murt	ADP	FALSE
murt	murt	ADV	FALSE
murt	murt	N;NOM;SG	FALSE
murt	murta	N;DAT;SG	FALSE
murta	murta	ADV	FALSE
murt	murtən	N;LOC;SG	FALSE
murtəŋ	murtəŋ	V;ARGNO3;ARGNOS	FALSE
murta	mutra	ADV	FALSE
mutšańś	mutšańśəs	V;PST;ARGNO3;ARGNOS	FALSE
	mutšańśɛməsət		FALSE
	mutšańśijəλsəm		FALSE
	mutšańśλət		FALSE
mutš	mutšaśs	V;PST;ARGNO3;ARGNOS	FALSE
mutšəti	mutšəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mutšəti	mutšəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
mutš	mutšəteλ	V;PRS;INFER;ARGNO3;ARGNOP	FALSE
mutš	muttaśs	V;PST;ARGNO3;ARGNOS	FALSE
mutur	mutur	N;NOM;SG	FALSE
mʉw	muwewən	N;PSS1P;LOC;SG	FALSE
muzej	muzej	N;NOM;SG	FALSE
muλ	muλən	N;PSS2P;NOM;SG	FALSE
muλsər	muλsər	PRO;NOM;SG	FALSE
muλsər	muλsəren	PRO;PSS2S;NOM;SG	FALSE
muλt	muλt	PRO;NOM;SG	FALSE
muλtarat	muλtarat	ADV	FALSE
muλtarat	muλtarat	PRO;NOM;SG	FALSE
muλtas	muλtas	N;NOM;SG	FALSE
muλtas	muλtasa	N;DAT;SG	FALSE
muλtas	muλtasen	N;PSS2S;NOM;SG	FALSE
	muλtet		FALSE
	muλtetən		FALSE
muλte	muλteλ	PRO;PSS3S;NOM;SG	FALSE
muλti	muλti	PRO;NOM;SG	FALSE
	muλti aratən		FALSE
muλti	muλtija	PRO;NOM;SG	FALSE
muλti	muλtijən	PRO;LOC;SG	FALSE
muλti	muλtikɛm	PRO;NOM;SG	FALSE
muλtikɛm	muλtikɛm	ADV	FALSE
muλtkɛm	muλtkɛm	PRO;NOM;SG	FALSE
	muλχ		FALSE
muλχa	muλχa	ADV	FALSE
muλχatəλ	muλχatəλ	ADV	FALSE
muλχătəλ	muλχătəλ	ADV	FALSE
muχəλ	muχəλ	ADV	FALSE
muχəλa	muχəλaja	ADP;DAT	FALSE
muχəλaja	muχəλaja	ADV	FALSE
muχəλa	muχəλajəλa	ADP;PSS3S;DAT	FALSE
muχəλ	muχəλman	V.CVB	FALSE
muχəλ	muχəλsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
muχəλt	muχəλta	ADP;DAT	FALSE
muχəλt	muχəλteλa	ADP;PSS3S;DAT	FALSE
muχtar	muχtaret	N;PL;NOM	FALSE
muχte	muχtewa	ADP;ARGNO1;ARGNOP;DAT	FALSE
muχtəλaja	muχtəλaja	ADV	FALSE
muχti	muχti	ADP	FALSE
muχti	muχti	ADV	FALSE
mʉj	mʉj	ADV	FALSE
mʉj	mʉj	CONJ	FALSE
mʉj	mʉj	PRO;NOM;SG	FALSE
mʉj ărat	mʉj ărat	PRO;NOM;SG	FALSE
mʉj kɛm	mʉj kɛm	PRO;NOM;SG	FALSE
mʉj pă	mʉj pă	CONJ	FALSE
mʉj sir	mʉj sir	PRO;NOM;SG	FALSE
mʉj wʉrən	mʉj wʉrən	PRO;NOM;SG	FALSE
mʉj	mʉja	N;DAT;SG	FALSE
mʉja	mʉja	PRO;NOM;SG	FALSE
mʉj	mʉjen	PRO;PSS2S;NOM;SG	FALSE
mʉjəŋ jʉχ	mʉjəŋ jʉχ	N;NOM;SG	FALSE
mʉjəŋ jʉχ	mʉjəŋ jʉχλən	N;PL;PSS{2/3}D;NOM;SG	FALSE
mʉj	mʉjəŋa	ADJ;DAT	FALSE
mʉj	mʉjəλ	PRO;PSS3S;NOM;SG	FALSE
mʉj	mʉjəλən	PRO;PSS3S;LOC;SG	FALSE
mʉjpər	mʉjpər	N;NOM;SG	FALSE
mʉjpər χʉt	mʉjpər χʉt	N;NOM;SG	FALSE
mʉjpər	mʉjpərətən	N;PL;LOC	FALSE
mʉjλə	mʉjλəsijət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
mʉlm	mʉlmət	N;PL;NOM	FALSE
mʉntəλmə	mʉntəλməs	V;PST;ARGNO3;ARGNOS	FALSE
mʉŋ	mʉŋ	PRO;NOM;SG	FALSE
mʉŋ	mʉŋew	PRO;ARGNO1;ARGNOP;NOM;SG	FALSE
mʉŋ	mʉŋew	PRO;DAT;SG	FALSE
mʉŋewa	mʉŋewa	PRO;NOM;SG	FALSE
mʉŋ	mʉŋət	PRO;ACC;SG	FALSE
mʉŋ	mʉŋətti	PRO;ACC;ACC;SG	FALSE
mʉŋətti	mʉŋətti	PRO;NOM;SG	FALSE
mʉr	mʉr	ADJ	FALSE
mʉr	mʉrəλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
mʉrta	mʉrta	ADV	FALSE
mʉrti mʉw wʉj	mʉrti mʉw wʉjət	N;PL;NOM	FALSE
mʉrti mʉw	mʉrti mʉwa	N;DAT;SG	FALSE
mʉś χɵ	mʉś χɵ	N;NOM;SG	FALSE
mʉś χɵ	mʉś χɵjən	N;LOC;SG	FALSE
mʉśej	mʉśejətən	N;PL;LOC	FALSE
mʉsəŋ	mʉsəŋ	ADV	FALSE
mʉs	mʉsəs	V;PST;ARGNO3;ARGNOS	FALSE
mʉs	mʉsəλ	V;PRS;ARGNO3;ARGNOS	FALSE
mʉsəλ	mʉsəλ	V;ARGNO3;ARGNOS	FALSE
mʉtšə	mʉtšəsən	V;PST;ARGNO2;ARGNOS	FALSE
mʉλti wʉrən+dial.var.	mʉtti wʉrən	ADV	FALSE
mʉw	mʉw	N;NOM;SG	FALSE
mʉw păj	mʉw păj	N;NOM;SG	FALSE
mʉw păj	mʉw păjən	N;LOC;SG	FALSE
mʉw taχi	mʉw taχi	N;NOM;SG	FALSE
mʉw	mʉwa	N;DAT;SG	FALSE
jiŋk	mʉwa-jiŋka	N;DAT;N;DAT;SG	FALSE
mʉw	mʉwemən	N;PSS1S;LOC;SG	FALSE
mʉw	mʉwen	N;PSS2S;NOM;SG	FALSE
mʉw	mʉwew	N;PSS1P;NOM;SG	FALSE
mʉw	mʉwewa	N;PSS1P;DAT;SG	FALSE
mʉw	mʉwewən	N;PSS1P;LOC;SG	FALSE
mʉw	mʉwewn	N;PSS1P;LOC;SG	FALSE
mʉw	mʉwən	N;LOC;SG	FALSE
mʉw	mʉwən	N;PSS2P;NOM;SG	FALSE
mʉw	mʉwəŋ	ADJ	FALSE
mʉw	mʉwət	N;PL;NOM	FALSE
mʉw	mʉwəta	N;PL;DAT	FALSE
mʉw	mʉwəλ	N;PSS3S;NOM;SG	FALSE
mʉw	mʉwəλa	N;PSS3S;DAT;SG	FALSE
mʉw	mʉwɛm	N;PSS1S;NOM;SG	FALSE
mʉw	mʉwɛma	N;PSS1S;DAT;SG	FALSE
mʉw	mʉwɛmən	N;PSS1S;LOC;SG	FALSE
mʉw	mʉwɛŋ	ADJ	FALSE
mʉw	mʉwi	ADJ	FALSE
ij	mʉwijen	N;PSS2S;NOM;SG	FALSE
mʉw	mʉwλi	ADJ	FALSE
mʉλ	mʉλ	N;NOM;SG	FALSE
mʉλ taχi	mʉλ taχija	N;DAT;SG	FALSE
mʉλ	mʉλəm	V.PTCP;PST	FALSE
mʉλ	mʉλəŋa	ADJ;DAT	FALSE
mʉλətti	mʉλətsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mʉλti	mʉλsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
mʉλtsər	mʉλsar	PRO;NOM;SG	FALSE
mʉλtan	mʉλtan	N;NOM;SG	FALSE
mʉλtan jʉχ	mʉλtan jʉχ	N;NOM;SG	FALSE
